1	0	1
1	0.04	0.9216
1	0.08	0.8464
1	0.12	0.7744
1	0.16	0.7056
1	0.2	0.64
1	0.24	0.5776
1	0.28	0.5184
1	0.32	0.4624
1	0.36	0.4096
1	0.4	0.36
1	0.44	0.3136
1	0.48	0.2704
1	0.52	0.2304
1	0.56	0.1936
1	0.6	0.16
1	0.64	0.1296
1	0.68	0.1024
1	0.72	0.0784
1	0.76	0.0576
1	0.8	0.04
1	0.84	0.0256
1	0.88	0.0144
1	0.92	0.0064
1	0.96	0.0016
1	1	0
1	1.04	0.0016
1	1.08	0.0064
1	1.12	0.0144
1	1.16	0.0256
1	1.2	0.04
1	1.24	0.0576
1	1.28	0.0784
1	1.32	0.1024
1	1.36	0.1296
1	1.4	0.16
1	1.44	0.1936
1	1.48	0.2304
1	1.52	0.2704
1	1.56	0.3136
1	1.6	0.36
1	1.64	0.4096
1	1.68	0.4624
1	1.72	0.5184
1	1.76	0.5776
1	1.8	0.64
1	1.84	0.7056
1	1.88	0.7744
1	1.92	0.8464
1	1.96	0.9216
1	2	1
1.02	0	1.0404
1.02	0.04	0.960399
1.02	0.08	0.883598
1.02	0.12	0.809997
1.02	0.16	0.739596
1.02	0.2	0.672395
1.02	0.24	0.608394
1.02	0.28	0.547593
1.02	0.32	0.489992
1.02	0.36	0.435591
1.02	0.4	0.38439
1.02	0.44	0.336389
1.02	0.48	0.291589
1.02	0.52	0.249988
1.02	0.56	0.211587
1.02	0.6	0.176387
1.02	0.64	0.144386
1.02	0.68	0.115586
1.02	0.72	0.0899851
1.02	0.76	0.0675847
1.02	0.8	0.0483844
1.02	0.84	0.0323842
1.02	0.88	0.019584
1.02	0.92	0.00998389
1.02	0.96	0.00358384
1.02	1	0.000383861
1.02	1.04	0.00038394
1.02	1.08	0.00358408
1.02	1.12	0.00998429
1.02	1.16	0.0195846
1.02	1.2	0.0323849
1.02	1.24	0.0483853
1.02	1.28	0.0675857
1.02	1.32	0.0899862
1.02	1.36	0.115587
1.02	1.4	0.144387
1.02	1.44	0.176388
1.02	1.48	0.211589
1.02	1.52	0.249989
1.02	1.56	0.29159
1.02	1.6	0.336391
1.02	1.64	0.384392
1.02	1.68	0.435593
1.02	1.72	0.489993
1.02	1.76	0.547594
1.02	1.8	0.608395
1.02	1.84	0.672396
1.02	1.88	0.739597
1.02	1.92	0.809998
1.02	1.96	0.883599
1.02	2	0.9604
1.04	0	1.0816
1.04	0.04	0.999998
1.04	0.08	0.921596
1.04	0.12	0.846394
1.04	0.16	0.774392
1.04	0.2	0.70559
1.04	0.24	0.639988
1.04	0.28	0.577586
1.04	0.32	0.518384
1.04	0.36	0.462382
1.04	0.4	0.40958
1.04	0.44	0.359979
1.04	0.48	0.313577
1.04	0.52	0.270376
1.04	0.56	0.230374
1.04	0.6	0.193573
1.04	0.64	0.159972
1.04	0.68	0.129571
1.04	0.72	0.10237
1.04	0.76	0.0783696
1.04	0.8	0.057569
1.04	0.84	0.0399685
1.04	0.88	0.0255681
1.04	0.92	0.0143679
1.04	0.96	0.00636782
1.04	1	0.00156785
1.04	1.04	-3.19924e-05
1.04	1.08	0.00156829
1.04	1.12	0.0063687
1.04	1.16	0.0143692
1.04	1.2	0.0255699
1.04	1.24	0.0399706
1.04	1.28	0.0575715
1.04	1.32	0.0783725
1.04	1.36	0.102374
1.04	1.4	0.129575
1.04	1.44	0.159976
1.04	1.48	0.193577
1.04	1.52	0.230379
1.04	1.56	0.27038
1.04	1.6	0.313582
1.04	1.64	0.359984
1.04	1.68	0.409585
1.04	1.72	0.462387
1.04	1.76	0.518389
1.04	1.8	0.577591
1.04	1.84	0.639992
1.04	1.88	0.705594
1.04	1.92	0.774396
1.04	1.96	0.846398
1.04	2	0.9216
1.06	0	1.1236
1.06	0.04	1.0404
1.06	0.08	0.960394
1.06	0.12	0.88359
1.06	0.16	0.809987
1.06	0.2	0.739584
1.06	0.24	0.672381
